customer_id,age,income,spending_score,purchase_amount,years_customer,num_purchases,satisfaction_score,region,product_category,gender,education,marital_status
223,48,62675.537618641974,85.45016366783788,975.0212330872837,4.468113833457685,8,10.0,East,Books,Female,High School,Divorced
224,20,58275.98194902996,46.37551653563794,639.0405800167998,0.433112967620113,6,3.7490154596003347,East,Sports,Male,High School,Married
225,34,46294.246822445835,37.01253923357148,556.7502047323002,1.891760308616115,8,5.886442454313268,West,Home,Male,High School,Divorced
226,53,55205.81422990267,76.42608064546025,302.42533181985016,2.793427540692319,7,7.065277673381743,West,Home,Female,PhD,Divorced
227,40,50876.229439582195,90.13361572705985,330.6298067749271,1.6776945383221853,6,9.274762195257829,West,Home,Female,Bachelor,Married
228,27,47059.95996743023,37.9915286852259,749.9237810593334,0.1,11,7.79893874520437,East,Sports,Male,Master,Married
229,31,69277.58233589819,24.527546799839925,845.8581340115652,4.590515015770599,10,7.620945508361503,West,Sports,Male,Master,Single
230,48,94210.46003182702,93.63472289464164,791.69757180045,0.1,11,4.745472414891706,South,Home,Female,Master,Single
231,31,38850.16429984333,36.30740348479992,416.4180908468219,4.30506625087283,14,4.686117205541057,East,Clothing,Male,Master,Divorced
232,42,22603.940408418443,65.81251198325538,94.8384253777246,6.713328712991117,12,7.64500932057981,North,Electronics,Male,High School,Single
233,40,48234.359032974906,10.597923645763288,285.8295162631122,1.7013410667692819,9,4.271788012363283,East,Sports,Female,PhD,Divorced
234,32,101594.18675308637,72.04514130285939,1087.9786960278686,2.3006554896750493,10,5.936244499421343,South,Clothing,Male,PhD,Married
235,65,58511.672496648665,37.21310201788211,243.90888579950666,1.944426184032661,13,8.001834658171715,West,Sports,Male,Master,Married
236,47,82782.33610888134,79.70773267606627,803.5303731666985,1.4789994483680156,11,5.035351455446448,East,Home,Male,Master,Single
237,18,83554.0162815288,75.74501190406087,936.9456519146065,6.5523944565399095,12,10.0,West,Clothing,Male,Bachelor,Divorced
238,42,38928.23516584011,41.531742693311855,249.0154663995415,6.731067371051273,13,9.44787268847578,East,Books,Male,Bachelor,Divorced
239,32,61379.66158370551,58.99242719167539,780.2200332399159,1.227589825399118,11,3.8571600033233993,South,Electronics,Male,Bachelor,Single
240,50,82567.93246257075,76.56776572868692,864.6381531125871,2.8640794211047598,9,5.1352575136360255,East,Electronics,Female,High School,Divorced
241,30,42417.44518025026,52.117889062304684,502.49986438145004,7.848091100716444,10,2.4284455110101,West,Sports,Male,PhD,Divorced
242,38,45928.392797952765,61.68825960944969,1073.6806111333535,9.815129253735087,16,5.434817274903733,West,Electronics,Female,High School,Married
243,46,38366.38172102712,93.74636440770743,166.28014822436097,2.1336832018137137,5,8.532776953144799,South,Books,Female,High School,Divorced
244,50,29704.86538614266,18.715167765778972,711.7457059767758,1.8089587349872422,14,6.172210115450286,East,Clothing,Female,PhD,Divorced
245,25,37014.449098679856,82.34425149937248,465.4396525207071,0.9800767775645778,5,7.921594487231935,North,Clothing,Female,Bachelor,Divorced
246,35,25521.19466475487,52.087118750464256,654.384030967335,9.573189122828225,7,3.9553313634365117,East,Home,Female,PhD,Single
247,34,50681.66936518452,40.86286586598797,588.2614303398492,0.4623021088834038,13,8.59595050916381,South,Clothing,Female,Master,Single
248,32,34600.53537882716,23.393727485220204,353.36876057800066,2.601284636078098,13,5.8897815441433,North,Sports,Female,Bachelor,Single
249,61,69440.89506130375,46.21759218445933,545.7992784918681,0.9961571791861572,11,7.024339364565811,South,Books,Female,PhD,Divorced
250,44,20000.0,68.4330022384892,128.41970972034255,0.9813829204956965,8,6.814250997213895,East,Home,Male,High School,Divorced
251,24,56617.60464428914,47.449017592449316,620.6495001142788,1.557423241513035,10,4.456902958215432,North,Sports,Female,PhD,Single
252,51,67151.2668565575,97.53922088494762,709.7940980778169,20.0,16,4.693831336520436,South,Sports,Female,Bachelor,Single
253,65,20000.0,33.74781975690075,627.7320337286205,0.1696040939587006,6,8.935588938006852,West,Sports,Female,Master,Divorced
254,52,65086.63973790236,49.75822104307891,711.6236650174301,2.592104157845731,16,7.797984315003391,North,Electronics,Male,High School,Divorced
255,21,74553.37984946584,43.70599518275591,744.0486094267114,0.2585440455185219,6,9.100098083106854,North,Sports,Female,Master,Married
256,34,25807.17962617589,57.272637652499355,529.6178839596553,0.5035552417369289,12,7.6493164710050365,South,Electronics,Male,Master,Single
257,55,98725.9097995128,88.94993423457446,510.95158126152216,1.7371150156035784,8,7.285981269618433,West,Clothing,Female,High School,Divorced
258,31,58380.3801873209,41.584764126378936,357.5558472701898,2.1428681178577498,8,3.547978762666467,North,Electronics,Female,PhD,Single
259,45,35899.76288483183,0.0,737.3469240354661,0.8984236267972621,14,6.4592666064776605,South,Sports,Male,PhD,Single
260,49,48884.61844684588,53.97896293592989,787.2670811411957,1.1413977143303424,8,6.945231359192512,North,Books,Female,Master,Single
261,28,61166.538250434445,92.20710613022305,593.5446548683149,0.27294982994213773,6,10.0,North,Books,Male,PhD,Married
262,39,51520.10782824823,68.97123340046538,509.2005494506548,1.0838557388265586,20,8.373913264197355,North,Clothing,Male,Bachelor,Divorced
263,18,60775.11984892738,93.30550180393173,607.1186919981335,10.193867467837526,14,10.0,West,Sports,Female,Master,Divorced
264,27,31586.528138412676,32.74859695008627,734.551369053489,8.685347590485971,11,8.195075411789457,East,Electronics,Female,Master,Single
265,36,53387.21648072156,63.60432210900899,633.0833647383557,1.2233556981672944,9,5.5773935461010415,East,Books,Male,Master,Divorced
266,25,21725.710061900398,73.8501502495595,888.2434872927498,2.537873829383567,12,7.234248432299703,West,Home,Male,Bachelor,Married
267,59,54244.14703350545,14.428248319869667,324.3353845640522,7.210380088792787,9,7.472447292528466,West,Sports,Female,Master,Single
268,22,31921.847170704204,56.393036518379546,424.3984201963566,0.1,10,5.121688860458637,South,Sports,Female,PhD,Married
269,34,35289.40114820467,39.91640337984657,546.2891845051145,4.993006298600571,16,6.231225246814158,North,Home,Female,PhD,Married
270,41,74721.86350420874,58.60727532939095,795.2109108394109,8.890931154847904,14,6.588466012645656,West,Books,Male,PhD,Divorced
271,57,80351.18886929969,79.43514693204432,643.997009176227,0.2873057778790255,13,10.0,South,Home,Female,PhD,Divorced
272,22,62182.76241814354,58.19239564981673,488.08596394789583,0.5282349291665879,9,2.8385189492180434,East,Clothing,Male,Master,Married
273,53,44058.74736156815,42.81028792105274,676.2815057847142,9.713128926845481,10,9.411636841432086,East,Electronics,Female,Bachelor,Divorced
274,40,43671.83100610396,50.68304834976049,644.2270725091164,2.3135865685708445,18,5.126409530081235,East,Electronics,Male,High School,Married
275,28,74261.95399958367,46.33067550187107,598.9087462715518,0.1,5,4.255841625460771,East,Books,Male,PhD,Married
276,45,52834.33827279809,37.751427776376566,771.0885602210992,0.8937306006654773,3,9.359884260076928,South,Home,Female,High School,Single
277,42,96386.59079963388,88.01944734169618,885.6411223205472,1.7932037867368629,7,8.463796138468762,North,Sports,Male,High School,Married
278,32,57866.35678788744,41.72715490847084,526.8592994495585,3.541832605931914,9,9.50903740476238,South,Sports,Male,Master,Married
279,40,53840.98232980063,75.57169690133517,515.9195724752072,3.9633224047011453,12,8.601403895091153,North,Sports,Male,PhD,Divorced
280,35,43817.67071594997,70.50745881736094,610.8115542231815,16.15916000549115,8,10.0,East,Clothing,Male,PhD,Single
281,41,52670.81809564565,19.669941782538423,327.65938594874837,1.01697325618864,13,8.117447673888972,West,Clothing,Male,PhD,Divorced
282,47,46950.603272389126,36.4487069532869,506.0062958328164,2.3180007371726594,10,6.687045247753683,West,Sports,Female,High School,Single
283,59,76216.33334939256,85.29982355561452,356.47288159450653,2.2863572501833964,10,7.685852754642685,West,Books,Female,PhD,Divorced
284,25,69134.04633589167,56.21569789462597,883.8188867978924,1.560836794675308,7,9.486938256691927,North,Clothing,Male,PhD,Married
285,65,45942.91874212323,40.711914753812245,187.7013555116281,0.5559609636233669,7,5.441249349479766,East,Clothing,Female,Bachelor,Single
286,18,23375.340928844438,59.24121786503793,800.6839656857999,11.376933917034208,12,5.696222834937238,South,Electronics,Male,Master,Single
287,38,20000.0,65.66781018565192,433.97598120670995,5.758448267663576,16,6.3820799708041855,West,Electronics,Male,PhD,Single
288,47,60159.82653825087,52.31815154999754,577.3938686618108,2.069456347248303,15,2.7908344024693355,North,Books,Female,PhD,Single
289,43,27932.667876522526,38.049796106167165,374.45321878309886,2.773312147841668,9,7.276156816835094,West,Clothing,Male,Master,Divorced
290,32,20000.0,78.44739723397015,442.39222521558474,0.773442006774383,15,3.2277425920979477,South,Clothing,Male,Master,Divorced
291,37,57771.57209061928,84.77799327595159,783.7062690296073,2.3543868826803056,6,7.106118625865238,East,Home,Male,High School,Single
292,34,99859.99034865582,86.19176804366272,212.0464804946474,3.5620367489313107,15,8.7305795122705,South,Books,Female,High School,Single
293,32,49878.58176920213,51.70636285130048,755.3930772176375,2.1718525073577686,9,6.046247078712328,East,Books,Female,High School,Single
294,50,66769.81548903283,56.890422614892294,717.8767339037681,13.902305265691012,11,10.0,East,Home,Male,Master,Divorced
295,44,51636.5871709513,33.39111186886869,258.5956704285569,2.8351638449566217,11,4.078998201163024,East,Home,Male,Bachelor,Single
296,31,48022.20693617715,74.34904753831077,284.9375213901524,1.3907466923210534,15,9.382521363263665,West,Electronics,Male,PhD,Single
297,50,68381.52965975537,84.11493523515985,990.0883365198632,4.437229980654919,18,8.350274112813842,South,Books,Male,Master,Single
298,43,44194.509116226975,78.03197185892859,310.89862401145376,0.5606609291353556,10,3.567933503378622,West,Books,Male,Bachelor,Divorced
299,49,55347.84628143806,68.60014693870392,269.3298978808081,1.4560380784291,9,10.0,South,Home,Female,Master,Married
300,47,56433.956123920274,19.93839396480364,727.4629084729459,1.2783458656613091,10,6.872509428992068,North,Sports,Female,Bachelor,Married
301,30,36638.190927139025,71.03895235445837,567.7105752571829,1.6958828898903506,11,5.245031955688736,North,Sports,Female,Master,Divorced
302,33,69840.84699073045,46.95043909271118,567.7807940185169,4.56675225920528,14,4.185825610431966,South,Electronics,Female,Master,Married
303,48,46500.80486609183,42.32057456095297,543.3249950809238,1.9859517101624689,7,6.559963944680652,South,Sports,Male,Bachelor,Single
304,47,34885.096810143106,55.00400412503389,294.84946327194456,4.739847778725347,13,6.74518625522008,South,Sports,Male,Bachelor,Single
305,39,60730.19687140807,100.0,1028.0499949064194,2.577526687481754,13,7.205291057079329,South,Sports,Female,Bachelor,Divorced
306,41,32030.640364179253,100.0,712.2741929746267,1.2559676310615724,8,6.40440768755208,East,Clothing,Female,Bachelor,Divorced
307,55,50871.667841071496,72.51536842296302,606.4012397643886,4.981858013187258,16,8.266450620230188,West,Electronics,Male,Bachelor,Married
308,32,49817.62006711593,46.33606762559224,572.3322122494033,0.8165668219552409,7,6.224740334673507,East,Home,Female,Bachelor,Married
309,46,71717.91131663157,68.9726093204884,1043.5765534058864,0.7622892338853118,6,3.130071765519058,West,Sports,Male,Bachelor,Single
310,37,59493.964657599055,67.75310851747672,499.93726547764504,2.106581479350492,10,6.701277008700718,West,Clothing,Male,Bachelor,Divorced
311,37,49499.46082509712,43.586647488856165,263.6251749158398,0.9067601444808713,16,2.2650446932534436,West,Sports,Male,Master,Married
312,53,76056.44043204408,100.0,903.8870567151871,0.1,10,7.707541261782779,East,Clothing,Female,Bachelor,Married
313,49,77804.15098034627,69.20926408240479,1167.4673652419272,3.134909126446554,13,5.041399539434729,South,Electronics,Female,Bachelor,Single
314,49,61156.20612703724,74.69075308418999,588.6054551255611,2.1467540156017257,8,7.326720709831601,East,Sports,Female,Master,Single
315,55,63555.47484345014,75.80399428054928,427.7074466612029,1.7691617995111149,7,9.628149963049209,East,Clothing,Female,Master,Single
316,40,23763.27535299681,58.43173221228911,583.2892076202905,10.230882209720484,8,5.102502609464,West,Books,Female,High School,Single
317,48,28697.726738492547,71.17611820007598,489.2190301988522,2.5402882984673774,7,9.122512517024235,North,Books,Male,High School,Married
318,36,43895.50591290665,37.65493626906154,303.5392839245371,5.972788584991586,14,6.133220866627694,North,Clothing,Female,Bachelor,Divorced
319,43,37809.75595681433,54.78960337758904,724.3715712460942,0.45055150124342214,7,10.0,East,Sports,Male,Bachelor,Divorced
320,38,46260.57394029108,27.9969153405661,964.0081444034519,2.5263790093024276,8,6.2696947736035735,West,Sports,Male,High School,Single
321,41,51132.99849794214,58.79002461240453,539.2262918047815,6.074397076073124,9,5.319014028986617,East,Electronics,Male,High School,Single
322,47,60593.855087134616,85.33832375332594,518.6998336773828,2.624768111787129,11,8.374476900790576,East,Electronics,Female,PhD,Married
323,30,48590.024438818175,59.155457323037716,190.20789498930498,3.797695459062184,16,6.128420540752728,South,Home,Female,PhD,Single
324,65,64608.77632338467,83.48984866695075,551.5951962442361,1.395853471253025,7,5.317100971741983,West,Electronics,Female,Bachelor,Divorced
325,27,51289.488296202406,49.88807962341907,720.7754686632516,0.2910182573431558,11,6.044320298592417,North,Sports,Female,PhD,Single
326,25,20000.0,63.37483311185025,595.0335492990763,1.8369160113913177,9,6.910786935633997,North,Home,Female,High School,Divorced
327,53,35202.450287753214,38.47570745331097,499.51923181622925,1.5050000399054464,12,9.684360262489708,North,Electronics,Female,Bachelor,Single
328,49,47118.24888556769,42.25800595051198,382.1456696421387,6.053576256776461,8,3.131824509080846,East,Clothing,Female,Master,Single
329,47,25806.10514317785,63.91075515131555,281.56727345638205,0.8391230670072858,9,7.046161317900841,West,Books,Female,Master,Divorced
330,47,61998.57459992409,85.30586418956659,854.8101508993789,10.209678793520894,17,8.249807189308086,South,Electronics,Male,High School,Married
331,39,80615.01664687395,62.28037223542728,904.3760936599201,9.520138940077315,8,7.386897149983592,North,Electronics,Female,PhD,Married
332,29,74375.23703394634,72.21647460894565,311.5492830459078,0.8535877158653495,10,9.619730338867068,West,Clothing,Male,Master,Single
333,40,45731.14258139584,19.64252506638381,817.9677956361368,1.2833712196365477,12,6.851309340482952,North,Sports,Male,PhD,Single
334,31,79814.52273699903,55.614616904166944,810.660322130606,6.777305266140935,11,6.63089711562811,South,Clothing,Male,Master,Divorced
335,51,61985.376300430435,79.82484218003835,779.9189290291587,10.199594690093729,6,8.184659094026687,West,Electronics,Male,PhD,Divorced
336,38,43258.28057763921,61.50410032213132,231.57445030297697,1.7579360561621722,14,7.198627629902699,East,Sports,Female,Master,Single
337,30,37731.9467291812,60.013314427624195,226.8351689169122,1.1613894011657209,13,6.219182523439058,East,Home,Female,Master,Divorced
338,36,43950.60627023743,66.52542188199708,470.2061380465406,2.2402389514566137,9,8.032288079172758,North,Electronics,Male,Bachelor,Married
339,44,42236.46362917543,50.14126317256353,600.5568853790388,3.4920379243387663,13,5.69494341356671,North,Clothing,Male,Bachelor,Married
340,33,53408.32444750975,36.793577210531055,859.2721645853927,0.9584451538697778,10,5.777645695961346,West,Home,Male,High School,Divorced
341,30,53211.47962099729,63.976568404050695,641.2157827630263,4.000800336240646,10,5.944011956468772,South,Books,Female,Master,Divorced
342,42,50060.92040306829,72.80658134205808,451.4637446375933,0.15911821316154462,17,9.706138320332816,North,Home,Male,PhD,Divorced
343,42,58738.763394926995,59.84037695985599,294.7261584668216,0.1516527924367128,8,1.0,West,Clothing,Male,Master,Married
344,33,73812.92549572683,42.818110570666775,930.573165979378,1.4646871074187495,14,7.791197669525885,South,Home,Female,PhD,Single
345,34,68991.08270882648,15.199424009982417,553.9803577288662,1.3084218460996202,12,7.068543628400445,North,Clothing,Male,PhD,Divorced
346,42,20302.040631001928,71.94305423507392,825.6937109544643,1.1377838107163056,7,3.6382590815237594,North,Electronics,Female,Master,Divorced
347,22,20000.0,40.42325087983192,443.1230700786981,2.026038268940681,4,7.619453558272005,West,Sports,Female,PhD,Divorced
348,23,68686.39822478547,47.76440212725801,1048.4240081003381,1.1602255819496532,10,7.951503983663064,North,Books,Male,High School,Single
349,31,22662.42603169158,72.68720482660649,635.7862580118557,0.6405374323289856,13,8.1792784627148,East,Sports,Male,Bachelor,Divorced
350,37,45504.69196214633,42.15974720161741,472.60090211150833,1.1108856219176497,7,1.6963438739101022,South,Sports,Male,PhD,Divorced
351,43,26597.73947881281,78.08061286313949,396.12072563477466,11.05517303645666,14,9.732778823708877,South,Sports,Female,Master,Married
352,57,20000.0,62.34011899153395,431.81842453078406,1.5885650173123174,9,5.524526590630318,East,Clothing,Female,Bachelor,Divorced
353,50,60829.25456409576,76.5834439611953,722.481634999969,1.7648093397851903,6,8.373135493506352,West,Clothing,Female,High School,Married
354,38,65183.10320605294,43.68465170200841,660.8173910419841,2.5779240125522516,17,8.482147561364572,East,Books,Male,PhD,Single
355,39,38469.791985465614,74.23887970772802,381.23771838625896,12.284372299830206,7,5.246605828761414,East,Clothing,Male,PhD,Divorced
356,27,20000.0,66.2895955586421,466.87371793647355,0.8296380333203246,16,8.3209199047031,South,Clothing,Male,Bachelor,Divorced
357,39,39075.11103495034,42.61445721507594,515.71540594383,3.43034677952787,8,6.229013518175283,West,Clothing,Male,PhD,Married
358,36,57836.080108050926,52.86776934684502,74.25318111703757,3.7761814388802675,2,2.8572456413236855,North,Clothing,Male,Master,Single
359,43,20421.768624517426,25.65430796260816,591.6336229577397,2.8043144881164084,8,9.335483851055558,East,Electronics,Male,Bachelor,Single
360,30,53667.19839558311,58.173056229613415,304.05575505663865,0.27824890320239204,10,5.44991007396752,East,Books,Female,Bachelor,Married
361,46,49693.80301654009,29.412569836358568,269.333519358851,3.3891228091418637,7,5.2910130745238915,West,Clothing,Female,PhD,Single
362,58,67681.75700660721,43.82157109438722,358.6142360090522,0.19872298388626888,8,6.193868263926555,East,Books,Female,High School,Single
363,38,52391.60736828307,19.55281627564218,141.22150042642193,2.7200806689548047,10,7.544473450654776,West,Home,Male,High School,Single
364,44,30538.62118236889,72.2537674997985,228.91049937754218,4.036392261496206,7,6.885459178355795,North,Electronics,Female,High School,Single
365,48,73931.43003328983,73.92870938540892,603.4781036390917,0.7108523922583874,9,8.096133849414342,West,Clothing,Female,High School,Single
366,35,46829.4085394606,80.67455419832999,890.6518275053136,5.528312237285382,10,4.321021266942682,North,Electronics,Female,Bachelor,Single
367,42,49453.909209801364,39.28397073895404,394.8240648209592,0.1,11,5.5152272591385305,West,Electronics,Male,Bachelor,Single
368,40,31334.640818536078,15.852840848141064,535.5500212536062,5.57010119620252,9,6.768005855356932,East,Home,Male,PhD,Single
369,41,41134.354976169794,37.91813456300381,580.0962773012658,1.8503870345909816,12,10.0,North,Books,Female,High School,Divorced
370,30,32303.945719461983,74.71623240013878,526.2130372431698,0.7361212385475933,11,6.7723749231724835,East,Electronics,Male,High School,Married
371,40,46541.07880153154,57.75099700396755,484.51130785480126,0.43084265885814826,9,9.170444527323262,North,Sports,Male,PhD,Single
372,45,84234.16960284687,53.023747668416895,467.35247435534217,9.192493822524053,8,7.0771103375686355,West,Home,Male,PhD,Married
373,57,35058.875444451856,53.20036451705575,790.1855096558425,0.22632309457176927,10,6.032682725124863,West,Sports,Male,PhD,Single
374,51,24096.090972637456,60.0356547233509,861.439328727577,0.6660329035469228,13,6.506551151771119,West,Home,Female,Master,Single
375,65,93862.90064454076,79.17739705886405,259.68612278098203,1.2823148427221471,11,6.663160575942237,South,Sports,Male,PhD,Divorced
376,30,45813.526456962674,84.22121210970617,295.19428182272407,2.904606722696692,16,8.207291477921476,South,Sports,Female,PhD,Married
377,50,36618.54522680167,54.200659066091916,444.0379315245988,2.361062341041191,12,9.749222535153109,North,Electronics,Female,Master,Married
378,42,70798.09374792152,32.707266803118564,450.18014371496525,0.4028012492345394,7,7.719361695372642,South,Electronics,Male,High School,Divorced
379,66,44296.69540273391,52.313093233551406,601.193110691173,1.026321782470812,14,9.374155357483511,West,Home,Male,Bachelor,Divorced
380,30,86520.19427093872,63.76265158976976,523.4989360039715,0.818387359531566,16,5.070420524740629,South,Books,Male,High School,Married
381,29,63558.51742678538,45.596226114885,1072.4981240189736,0.7206511366779976,10,6.1707389823719385,South,Electronics,Female,Bachelor,Single
382,32,40241.77183708595,30.85698170209914,738.1097188687193,1.5887225364226496,13,5.5513949315846665,East,Electronics,Female,Bachelor,Single
383,18,93146.16426531007,79.01692870337116,656.3879189967529,3.6525062671786075,16,7.628889181749705,North,Clothing,Female,PhD,Married
384,33,37885.70153993323,49.026952968590976,705.3972526639465,0.7356036235670838,6,6.282083229641173,North,Electronics,Female,PhD,Single
385,30,64841.90744018614,70.59169430430575,984.8071165007368,1.3703330592695946,6,8.459545874068391,North,Books,Female,Master,Divorced
386,41,55985.85160812984,34.83009330599861,387.21050238835136,1.487404297061181,9,5.137996576735117,South,Clothing,Female,High School,Divorced
387,44,76034.82578797596,59.84385646344607,543.3994852249695,11.246720266100269,11,7.0860619466425625,West,Sports,Female,High School,Divorced
388,62,94037.44623883683,51.08006275966764,711.7544738773352,9.281117545162775,10,8.373715822024511,East,Sports,Male,Bachelor,Married
389,51,64461.73105196726,67.80396822249574,672.3272248995888,4.830378188747158,11,2.8693944499187793,North,Clothing,Female,PhD,Married
390,33,34931.64259307633,81.88317951562102,527.8120797306835,0.8298660660389712,10,10.0,South,Clothing,Female,PhD,Married
391,29,59199.44285878233,13.076242755238127,184.60070356180057,0.21138750503122747,8,6.4336962302402485,West,Clothing,Female,High School,Single
392,45,36445.692604957876,31.4097827961518,339.4351112098316,1.1433602235957867,9,2.949920172647654,East,Home,Female,Master,Married
393,24,90267.74495053246,32.15491389243125,741.578145637252,0.9309879873070868,11,7.316187797153572,East,Books,Male,PhD,Married
394,61,59026.021053239136,36.99952131186204,484.86687913483394,2.1152087128218584,11,7.066886935946302,North,Books,Female,Master,Divorced
395,54,56973.035500783895,48.331240604192786,894.5084353579616,4.511559051768931,8,6.836211240855014,North,Sports,Female,High School,Single
396,34,53693.60611729817,28.838048511171195,222.8024115202004,5.862615086392929,12,8.982382225853332,West,Sports,Male,High School,Single
397,19,23057.47420940607,40.61458366096853,601.1178483671749,5.590361033904066,9,8.494889942854112,South,Sports,Male,Master,Divorced
398,56,39754.49778090125,29.92085255837003,797.8226216656578,1.3373408864637009,14,7.59575238204769,West,Electronics,Female,PhD,Single
399,38,74008.27815888851,70.83826204241069,1033.6175405703855,3.4869032100330224,8,7.900311267893295,North,Sports,Female,High School,Married
400,54,49152.19217802136,51.38688674072501,419.12051536320774,1.1255390193562846,14,6.791283101123827,West,Clothing,Female,Bachelor,Single
401,20,29061.780346361207,45.257811263827705,598.28589054404,0.18851763569767893,9,10.0,South,Sports,Female,High School,Divorced
402,32,60733.05505054572,69.96511824917091,839.0764876208345,3.6276120458754666,13,4.041607963284466,East,Clothing,Female,PhD,Single
403,40,73714.08309325993,56.03544249821101,638.7283036977055,0.1,12,7.279303348431793,East,Home,Female,Bachelor,Divorced
404,40,64379.06621330133,54.26184479953882,696.871756468442,1.5787447678204471,15,7.13004926237756,East,Electronics,Male,High School,Married
405,34,69920.95371611633,100.0,747.7173936241932,1.198654595314536,10,8.626560812129187,East,Electronics,Male,PhD,Married
406,47,34864.09822861078,76.80922103580696,50.0,3.5464141660244146,9,5.312292245150202,North,Books,Female,PhD,Divorced
407,27,21563.786665163127,24.008375261448048,636.4138980125263,4.360451229392576,4,3.512654795206928,North,Home,Female,High School,Married
408,38,80026.67303910974,80.31252251194059,769.5218984264862,1.0876247973472535,8,7.313646032196386,South,Clothing,Female,PhD,Married
409,41,43546.403223157286,66.22793108983184,455.5050206443469,5.007993947682405,12,7.562460984437208,South,Home,Male,Master,Single
410,46,44983.339670899055,40.664798159284864,909.3724391439116,1.044066436414163,10,9.979198818895298,South,Electronics,Female,Bachelor,Married
411,48,76563.88283698115,82.76706313291311,592.7908203335173,1.7735395898087933,14,4.459275907349827,South,Clothing,Male,Master,Divorced
412,26,61124.600188013195,100.0,663.9952958274931,3.8950540518621457,12,9.30938753343344,West,Home,Male,High School,Married
413,21,59117.75544163215,36.66497075857918,898.3106604409468,3.5419431764662446,17,10.0,South,Electronics,Female,Master,Single
414,55,97752.66917382297,40.55585191362645,509.3156705748237,13.11467817859197,13,6.2444702249550454,East,Clothing,Male,High School,Divorced
415,43,37129.63539239714,70.35322933687004,389.9769434126922,0.7653001331954266,16,4.418115561013552,East,Clothing,Female,High School,Married
416,31,68556.80256162475,74.23735491120976,731.6164107932733,3.2569511961522193,13,6.186051267253258,East,Electronics,Male,PhD,Married
417,58,65721.60849259104,61.02952550479046,668.1468964259099,2.8223797574694913,9,7.028009934742761,West,Clothing,Female,PhD,Married
418,41,55371.845577265136,74.26984506684295,541.5605014706626,7.398788945831852,13,8.127575750013829,South,Electronics,Female,High School,Divorced
419,54,84662.5937053364,70.51188381107802,471.303547813725,0.5100958627340355,8,5.817210540323905,East,Sports,Male,Bachelor,Single
420,40,60156.71512579247,49.18888718393121,519.6988269318182,4.180539021943432,10,10.0,East,Sports,Male,Bachelor,Divorced
421,64,67340.82936631734,84.16889581785796,475.8000121144619,2.5198550431570457,8,4.770935369983876,East,Clothing,Male,Bachelor,Divorced
422,61,85295.6100609748,97.35737148659297,705.077285317936,0.9633685831110568,12,3.5215896956544,East,Clothing,Female,Master,Single
423,37,42700.945409142296,55.78882095653873,585.1687317259658,1.9298437237163182,11,9.213420848574636,North,Electronics,Male,High School,Divorced
424,51,42308.01204524371,49.13046100372275,583.6411511775945,1.2183906745619186,12,2.4507579375876007,South,Clothing,Male,PhD,Divorced
425,47,29103.81611957933,19.377849948885558,144.7976491903196,2.597601441591218,14,6.591740462254568,South,Books,Female,Master,Married
426,56,20750.763281527725,71.02139329302805,712.7881975121712,6.594691741559313,8,10.0,West,Sports,Female,Master,Divorced
427,28,91124.14259880644,70.95788660627781,788.6668699862523,2.5270651794175567,10,6.975912894080137,North,Clothing,Male,PhD,Married
428,48,27935.832685566336,48.75617966001378,776.9064095187812,2.996754981382198,9,4.758464698607501,West,Clothing,Male,High School,Divorced
429,52,61184.06498822197,72.48706719741006,588.8396654581344,2.1940917595868186,5,6.885205072426412,East,Home,Male,Master,Married
430,18,44463.73400222159,43.31845538040119,720.2645915471525,0.15756268941817622,7,6.898398422760933,West,Clothing,Female,High School,Married
431,25,56148.13395618201,61.292118517872005,593.3090622900254,0.7952522512917664,7,7.321299880706233,East,Books,Female,High School,Married
432,18,66314.74425078594,51.39803924250162,943.0931297597203,2.0318317074099412,11,8.324525964319239,East,Sports,Male,High School,Single
433,36,67209.46976719491,73.32504000032739,781.8365852438778,1.1142141914274448,10,4.921777663264521,South,Home,Female,PhD,Divorced
434,48,38338.45122862123,58.47285778458691,480.4169507114192,0.6018119515199749,11,10.0,South,Electronics,Male,High School,Divorced
435,58,55709.69724685849,54.50615844081883,954.4869440893764,2.104341643732747,10,7.490228568745236,South,Electronics,Male,Master,Divorced
436,40,55651.599009765996,51.87857125617904,677.8074244559784,1.1694092715150073,13,8.453588092803608,South,Sports,Female,PhD,Single
437,59,51202.42897530044,47.37054808656664,614.7488842008827,0.8956533540028561,6,5.743701200488715,South,Electronics,Male,PhD,Married
438,23,82146.91152039985,83.69067850826984,481.7351547046603,1.8707817360404178,9,9.572764273991067,North,Books,Male,Master,Divorced
439,19,59819.49903276503,41.26471525523565,242.33847650729246,0.42913265986207294,10,6.485895182373871,South,Clothing,Female,PhD,Single
440,39,64697.55572099635,35.1810541831868,763.0722926024455,7.882691687860824,16,7.555105026987063,West,Sports,Male,Master,Single
441,44,63257.62537334825,100.0,698.6065440241205,6.068097195825697,7,5.133787845625782,East,Home,Male,Bachelor,Divorced
442,39,73469.4771497065,98.0298024064102,570.1159578938199,3.689108868762922,9,5.006136747195747,South,Clothing,Female,Master,Married
443,18,53620.43117407414,41.92983026181632,528.1965399224121,0.33686613949384087,10,8.376410612905765,North,Electronics,Male,PhD,Single
444,38,24063.36104088307,63.79415610490389,817.7253856087192,4.486684218273012,8,6.112786339585228,West,Electronics,Male,Master,Divorced
